+,2405,4579,2290,2407,1588,1549,9589,9489,8898,4783
-,339,0,0,0,0,0,0,0,0,0
+,7870,4751,2609,1472,8433,7992,7069,434,268,3409
+,8854,5381,6360,8364,8193,4042,120,8189,1402,4438
+,1253,2859,1495,6139,1386,398,5520,3707,4235,3314
+,3013,1283,3146,5200,2397,779,8128,6462,2363,8739
-,475,0,0,0,0,0,0,0,0,0
+,1541,4283,9829,5529,6996,8223,8518,6844,2589,1693
+,4919,160,4662,2323,9938,9464,3985,3477,4161,4018
+,2372,741,4994,599,4552,3009,3074,5365,5986,1935
-,901,0,0,0,0,0,0,0,0,0
+,9560,5587,1941,2810,9573,8611,3361,8163,7850,1415
+,9475,9028,4425,9936,924,838,3278,8075,6834,6609
+,1528,1508,4911,7560,5223,8206,6504,4297,1045,2169
-,72,0,0,0,0,0,0,0,0,0
-,470,0,0,0,0,0,0,0,0,0
+,4280,8776,5355,5111,9195,3440,6222,1087,1251,2855
+,4243,40,438,4270,4777,4787,4485,8116,4137,3435
-,260,0,0,0,0,0,0,0,0,0
+,6883,2850,6858,2461,2948,6379,3475,7072,8296,1200
+,8880,4989,998,1416,8662,6772,8226,3589,9944,7911
+,5108,3497,610,1049,5581,1080,4491,517,8027,1501
-,450,0,0,0,0,0,0,0,0,0
+,5132,4830,4202,7982,7822,5218,5229,1824,4170,4104
+,9543,3565,3898,7126,5058,2000,4885,4796,762,8740
+,9919,5127,61,568,5285,8030,2261,1931,245,1663
+,5760,7517,4450,2270,5201,1177,882,6509,7168,8791
+,4089,6954,7317,8993,1015,3133,5495,4150,6087,2587
-,684,0,0,0,0,0,0,0,0,0
-,857,0,0,0,0,0,0,0,0,0
+,9291,2344,1158,8319,3088,2081,1874,4778,7476,3966
+,6505,6328,7231,5580,3376,487,2812,2110,2536,5699
+,6311,5827,8885,8033,8892,2341,34,4183,1444,5397
+,7793,516,7757,9092,9181,3454,3014,2628,1224,4477
+,5197,5850,6480,9137,6622,8232,8085,1559,6970,7274
+,3894,7150,6105,4001,1083,437,5555,1918,2280,4966
+,1615,8756,6215,2656,2942,4710,8573,8722,2311,3068
+,4536,1310,2897,2555,563,836,9826,1803,5943,1147
+,6999,6698,4986,4997,9670,9953,2802,9564,7424,8831
+,8968,2309,6767,5195,1568,8058,1964,4186,563,1931
-,227,0,0,0,0,0,0,0,0,0
+,9431,4580,8651,6152,6187,8153,7620,3490,3908,366
+,5375,5534,5767,7720,1561,4540,4008,1345,940,5881
+,3805,1224,6630,4582,7280,6062,7164,1808,3085,345
-,62,0,0,0,0,0,0,0,0,0
+,1469,6334,4002,8181,2544,6259,2639,1170,8766,772
+,175,3307,4,1963,5260,7145,8544,6411,5551,9021
+,3335,3798,8646,6592,6647,6526,5794,1888,1190,8488
+,5696,9283,9143,2037,9118,5321,9259,4362,6462,2893
+,3535,7829,5092,6828,8307,1044,5054,584,525,3644
+,1383,3042,8015,3705,6147,261,1404,2002,4693,7333
+,3477,1681,6944,5896,2474,7421,3409,1127,2028,527
+,8878,2057,3357,2163,8629,8225,8912,4125,2271,6405
+,4814,1182,8528,584,7052,6305,5083,8995,7199,2817
+,742,2020,3108,6525,6515,8492,8251,3034,9164,2176
+,452,4745,6418,7732,6480,4427,7504,4005,2675,2830
+,8607,2919,2821,1973,136,6619,1848,5840,5324,1018
+,5560,5707,5967,6822,7086,9844,3572,177,4781,2853
+,47,4030,964,2176,1027,5549,4204,5581,3489,1091
+,3484,3325,8048,3154,4215,6434,7911,8602,9570,6925
+,1405,8579,2362,4075,9590,8228,3096,7687,7260,8169
-,424,0,0,0,0,0,0,0,0,0
+,2203,9953,208,3030,3941,3763,3341,3535,4174,9641
+,8915,5739,381,4988,8819,2024,8311,2404,7578,5234
+,8485,1845,9132,9163,3404,2937,3599,3242,3861,3342
+,349,1562,233,2260,3746,7645,3014,2849,2247,3901
+,3824,2213,7203,3754,4754,343,6713,355,2195,978
+,7491,7465,6881,8954,3532,9709,3583,9273,5194,2562
+,6104,3638,3146,9264,7064,5396,7973,7159,9146,4652
+,4974,7907,3709,4060,9986,5523,9985,7953,8746,953
+,2159,7307,7358,7280,8062,1925,1921,4975,8040,1678
+,2288,9135,9129,5678,631,8823,6289,4357,7368,1325
+,1685,9598,2049,7166,2412,5718,1720,987,7239,3598
+,448,2071,8768,7363,9653,9803,2692,9368,1617,5065
+,2446,9417,2627,5819,2401,5131,5460,6676,2148,4686
+,6277,3205,8090,1737,3142,7826,1464,7004,2705,8070
+,4982,108,844,1949,6716,7503,9537,4474,2991,1343
+,4121,2460,4281,3738,4754,2028,7467,5300,8587,1061
+,6890,9953,2128,2076,5574,4661,2103,1709,613,3802
+,729,5737,189,8048,2783,1308,4645,8390,5510,2027
+,7510,2167,7974,2380,4573,9877,2894,4503,3465,5011
+,3027,4784,2122,8276,1644,1459,7894,8949,6142,356
+,785,5629,3578,609,6136,7178,5732,9654,2078,4557
+,7162,3525,9367,8113,9353,8544,4798,8279,2707,1842
+,8128,8545,702,331,4807,6195,621,2517,876,1913
+,7557,6418,8315,3246,3889,3532,2837,346,9825,9622
+,2260,6526,6732,6754,4370,2168,8455,5783,519,9967
+,6420,6203,6816,1518,5019,1789,9176,5983,1788,5606
+,3324,1791,607,6727,3359,4395,5531,9305,3945,145
+,9106,640,9829,2531,4669,2754,4974,1431,1568,5254
+,8935,8645,3722,1482,8249,4949,8349,3405,3576,1878
+,9397,6711,3140,7138,9067,1973,7468,1359,3103,5264
+,5975,9572,1242,260,5462,9361,3922,9627,548,3560
+,8062,3341,6132,2677,2039,4828,581,5932,2469,7453
+,4850,1348,7193,4773,9447,8204,5978,2084,6649,9131
+,1001,1643,3610,1995,1800,5643,8359,506,5430,4900
+,9287,8405,3806,2988,3411,2057,1425,7400,9704,3146
+,5783,3487,4569,8529,151,7798,6097,4463,7160,9484
+,2640,8073,7784,34,1332,2869,6281,3680,1108,2616
+,9553,8902,3758,9620,7969,9295,6938,7461,4097,8375
+,613,3586,650,9682,3462,9855,4447,3997,5916,8973
+,9145,2895,4009,2313,6316,6008,7058,3556,5759,2159
+,5163,3937,9672,5206,663,7785,8700,9826,8280,5816
+,7575,9413,6255,3738,9437,6315,9397,9946,3061,3504
+,3962,9411,4404,1062,200,3710,4754,7866,6944,9266
+,3465,517,924,8456,7453,6457,6524,3300,25,3017
+,5689,1169,2191,4171,40,2314,4998,6360,4642,3975
+,6467,5230,4159,4949,6456,5892,3892,1787,1761,9807
+,2438,9160,2253,2829,3538,8317,5867,2282,7939,9150
+,391,2724,6149,8931,2486,5711,4074,5612,4706,10
+,8620,4336,7432,2378,6515,1337,1041,4172,8111,5411
+,6227,1671,5498,4963,8324,995,8699,2918,3999,8959
+,7478,1425,5551,7374,9429,7178,6085,893,9190,1832
+,2958,5297,3552,708,5107,1701,8520,9419,5937,9405
+,2759,1066,8392,3922,2214,162,6145,5954,9862,8739
+,8658,9516,727,5930,6887,836,1138,434,6893,8017
+,1879,8970,6221,99,1113,9988,4120,6834,9913,2463
+,4846,9272,3382,8859,4947,4884,9254,9482,7808,84
-,855,0,0,0,0,0,0,0,0,0
+,1176,8388,9038,4915,4141,463,7957,638,4824,9453
+,4311,3888,9624,6348,5477,5198,969,8026,5751,3743
+,6621,2119,9516,8078,4159,3429,4665,4390,9852,8547
+,1143,7786,657,381,4125,6709,4315,5225,6206,1358
+,4857,6667,6895,2850,5115,7169,7163,8895,5061,7249
+,3204,605,9973,6535,8744,729,9409,772,1494,4530
+,7889,8249,6205,5855,447,5865,689,3465,5386,2803
+,4987,5953,6901,938,3461,2840,9320,8658,1229,2552
+,8966,4075,923,8639,5173,5815,8036,6510,4599,2910
+,6995,8239,9637,9279,3829,7023,3562,6037,2339,597
+,214,4315,5051,5074,2162,9342,6576,366,1920,7670
+,2314,6005,5902,3832,2876,2682,5198,3885,8735,6053
-,767,0,0,0,0,0,0,0,0,0
+,2016,2105,6865,4967,7161,2839,9797,8724,8638,222
-,829,0,0,0,0,0,0,0,0,0
+,6368,3563,1060,7690,3089,1692,182,3986,6575,5332
+,2877,9753,4807,8995,9443,1975,3249,5740,8454,8832
+,2123,2713,4744,1497,5944,5369,6361,5218,9798,6017
+,1690,2713,6409,4683,2014,5460,597,38,9874,9986
+,9813,9453,8983,7375,7130,2191,8133,3521,625,7554
+,968,6500,6483,6733,9194,1840,557,9143,3950,2558
+,7695,2139,3661,4660,6685,8003,7094,1271,9771,8741
+,4787,8229,4609,3150,1806,137,1305,7540,2780,9003
-,560,0,0,0,0,0,0,0,0,0
+,3891,4729,729,861,1757,357,131,1387,559,76
+,4147,5427,5162,795,8457,6638,8753,2579,9029,7769
+,1093,1976,2400,1999,8690,1604,2494,3448,2293,8380
+,1133,8194,4250,2260,9907,3282,1970,6152,7427,5249
+,2590,1262,6852,1051,7497,2877,1479,3877,6473,7104
+,3554,8548,2381,6172,9051,9114,3660,5389,627,1404
+,7740,8152,6622,2970,7076,7460,5993,5139,1183,1909
+,6922,7801,4042,9954,8353,4617,183,4145,2057,2960
+,6955,7580,9982,3318,6560,876,8738,7109,2524,5418
+,1404,9430,8751,5297,6949,8340,2542,5770,4366,9613
+,4507,6649,3374,3310,1090,6230,5985,7640,7057,9396
+,4103,9268,3697,6415,2220,9315,1305,5127,4012,6255
+,8447,5957,4858,872,2198,7865,2684,878,1156,9713
+,3490,7123,6212,5092,6713,7365,3911,331,8998,8219
+,811,4323,6555,3314,7903,8879,9337,157,8842,909
+,1271,1868,9440,4680,2279,1464,3370,6636,1159,4764
+,4208,8340,8289,5223,5737,6383,4567,7378,5663,6668
+,4065,2015,2555,3922,7689,4969,9274,7148,4417,7995
+,6886,3506,226,9987,8191,6111,3679,9854,2507,1442
+,5542,1739,7530,5773,2331,846,9176,194,429,4343
+,2488,9919,8638,4615,6140,424,5440,1795,2853,2527
+,892,9925,9639,2126,100,6745,9042,494,583,638
+,1889,2709,5746,5825,1277,511,214,7189,3281,5354
+,8381,1903,8946,7315,9032,2045,7156,9719,4733,9817
+,2749,8046,2034,7883,6196,4144,3541,765,6485,7282
+,3474,8743,402,9271,7302,3058,6272,4664,1504,1985
+,3919,8441,4529,1565,5267,1944,9248,1334,2586,2486
+,4443,2128,7553,4570,7881,8912,3275,9072,8310,1556
+,4978,6172,6056,9343,5102,6626,1214,4199,5938,2240
+,9076,1656,8264,3802,9292,5663,5976,374,260,4197
+,6483,4362,742,8426,4710,3247,455,4795,5553,2650
+,5802,5054,2683,1275,8713,9194,5336,8344,1038,64
+,6092,3156,9774,3634,317,7540,3264,2464,8298,1792
+,1857,6240,2794,9859,3711,5729,787,8906,9272,4787
+,9245,8258,3457,8016,3378,7122,375,8469,2802,4526
+,5066,8720,3761,6510,9059,6967,8353,4865,3626,3046
+,1037,9676,644,7478,6232,8515,2960,2468,6508,2362
+,8555,8986,2514,2474,3401,4281,5198,2611,1008,2933
+,3283,8880,8174,99,3891,6428,3775,4443,2858,3972
+,8861,550,6189,5786,2491,7367,743,7803,7091,3747
+,7373,9366,5499,7046,4143,9745,981,9330,2972,3891
+,4095,1102,194,6376,789,615,6692,2719,5854,2457
+,8683,3370,6516,3922,630,6036,1119,9397,5082,7092
+,2075,870,9091,9598,5638,4119,1233,791,1246,7067
+,6501,8444,1529,2945,5772,620,4789,2462,4986,403
+,9329,8942,8766,2446,922,7211,9948,3299,2784,2414
+,3202,1538,5526,5219,7271,5151,6935,173,9828,3653
+,8260,783,2329,504,637,2652,1406,2712,1372,8383
+,5380,8435,4473,7157,9618,5118,9004,832,7401,3319
+,2554,6687,5762,4505,5842,3591,6313,2820,9026,701
+,6125,2575,5570,5980,4565,2572,8610,9839,9246,5701
-,419,0,0,0,0,0,0,0,0,0
+,7900,9397,2506,932,8138,3138,7221,5499,2202,9821
+,8999,9939,3266,1232,8672,4714,3919,1097,5081,7417
+,2193,9677,5757,5410,1207,7267,9360,3858,4977,1399
+,1582,4281,2184,6185,7697,6397,1447,8560,7503,6850
-,534,0,0,0,0,0,0,0,0,0
+,3284,8750,1739,9046,7089,526,8626,3087,4096,8637
+,5249,6174,4127,5633,9097,4954,5816,1337,6284,7204
+,8273,8941,3687,2287,9763,3136,8272,3837,5939,5082
+,4498,5219,7848,36,8127,770,8444,8796,874,7061
+,2704,658,1020,1996,5852,9419,5311,2689,4799,7651
+,6648,2067,5373,6011,580,251,3575,7049,9764,2696
+,4607,8774,3860,9637,8751,8700,34,3298,1946,8444
+,519,4739,8696,7283,4507,6599,4561,9059,4736,6865
+,2835,7146,204,8350,5133,5703,3765,5055,7028,8143
+,323,9692,9507,6744,6496,6685,2647,4926,1701,3240
-,289,0,0,0,0,0,0,0,0,0
+,6489,8173,5876,2748,6601,1137,6590,7700,9164,2758
+,9206,3909,4730,7261,3308,7325,8756,6630,6732,6826
+,5826,9282,3406,52,9118,7133,8572,2278,1254,8255
+,9507,3960,5989,6699,2668,3636,4436,5107,9568,8528
+,7056,4790,5802,1515,8297,1265,1178,9151,7158,496
+,4237,8994,4410,4071,3538,969,6915,4344,8562,7105
+,2612,1015,1852,6601,7585,2948,172,288,9895,1945
+,4998,5683,4048,6886,7957,4662,8623,6244,9136,8031
+,853,273,510,6092,8106,1040,1832,5911,2288,4173
+,3779,6981,9152,2690,3526,7327,6037,9245,13,6561
+,1381,9342,8136,8770,6001,1097,7401,4951,7928,2879
+,3077,1282,4239,1712,5271,4263,8352,7624,36,4852
+,432,6545,9270,1692,3055,6087,4313,8221,5853,228
-,312,0,0,0,0,0,0,0,0,0
-,863,0,0,0,0,0,0,0,0,0
+,8945,7819,2639,4959,3977,4956,1967,7665,3556,6805
+,7095,6375,119,113,517,262,6155,8234,5282,9489
+,2569,6915,4370,2343,9093,1932,1411,7107,2664,7108
+,4735,4705,5843,9241,4538,2922,7048,5969,641,7154
+,4746,5164,3074,4060,3219,3906,7817,1404,7460,1181
+,205,6263,8070,4123,4717,9769,5706,3208,8661,9485
+,1824,7297,1116,2265,7756,9788,4797,2775,7652,7371
-,172,0,0,0,0,0,0,0,0,0
+,166,5844,9203,5484,2354,2138,8370,2798,7802,1938
+,5499,8397,362,7373,1455,6448,279,9675,718,2572
+,506,2295,1969,3602,789,235,8860,2762,9719,1543
+,2489,7819,3094,7135,3954,4713,3488,6184,5463,4219
+,5671,9462,7791,2806,9160,9029,7599,8804,228,4868
+,1170,6388,4317,3546,3372,9594,3674,6955,3084,5279
+,9942,4003,1140,4719,6049,6133,4873,4386,8172,1144
+,2026,6670,7727,6601,861,7017,910,9750,1392,6404
+,4059,107,1738,2220,6036,4122,4841,6716,5728,3970
+,8752,785,5847,3727,4056,2911,8428,438,5807,7536
+,3383,54,4330,6639,4557,2119,5631,9422,2813,2099
+,6285,3813,4124,7623,9679,424,7175,2370,6583,751
+,7005,4771,3806,3055,4541,1605,4004,9958,1305,663
+,6200,5757,2099,5277,5841,8577,1342,2359,8755,4028
+,9494,1431,2317,5531,3406,4971,5243,8856,5666,3756
+,3883,3906,6229,6237,1586,5212,1086,7020,3450,3203
+,2586,4504,2171,4703,3642,4773,2979,2077,379,3472
+,2984,4255,1717,3278,7124,5002,2900,4975,363,4773
+,5466,7666,4637,6903,4596,439,9668,356,8116,7551
+,3852,4113,8991,2792,6517,7378,1234,5305,8319,9821
+,7493,2168,1600,26,5640,2943,8059,6513,8543,1273
+,7533,899,5895,9039,5688,6827,2467,4561,7103,3407
-,892,0,0,0,0,0,0,0,0,0
+,9605,4033,3195,1557,2881,2122,3440,4444,8709,4953
+,512,5036,3019,5059,4920,5366,5202,6004,1457,6834
+,4668,5664,9498,1661,173,4657,7957,125,8648,1963
+,7164,9195,2742,4061,4138,9583,5470,3987,9549,2796
+,878,1098,1837,1333,3586,8366,8448,8099,8881,181
+,8268,7304,9623,4249,8673,817,3882,9126,7354,9681
+,6847,5810,4747,9809,9732,6534,6985,8876,8827,7801
+,8497,9546,4001,2372,2442,1390,5484,3615,3247,2080
+,1828,3184,2948,7070,7836,5614,2662,6787,1039,8776
+,3800,60,4048,6948,2925,5445,157,6699,7073,5935
+,1637,4042,1003,7643,3125,888,9707,4266,2137,5966
-,412,0,0,0,0,0,0,0,0,0
+,3631,390,7541,9552,5896,572,7,9641,6784,3929
+,8940,3952,6002,7077,6416,1785,7662,6084,7601,3326
+,9833,3024,8470,4104,150,1495,6230,6301,9209,3429
-,1,0,0,0,0,0,0,0,0,0
+,1138,5126,5057,3328,8606,2053,9520,8111,2169,2948
+,4649,6866,2075,6444,9537,4011,5013,2159,6531,9111
+,8931,3424,2460,1605,2256,5683,8137,5235,2271,8890
+,2809,968,6806,5720,4105,1598,3071,8734,9458,1484
+,6087,7971,6635,1379,2970,8276,5923,331,9262,5452
-,192,0,0,0,0,0,0,0,0,0
+,9715,7824,4354,9169,3501,3710,9207,5402,540,3090
+,9878,6520,2673,8609,4011,6073,2711,8262,9657,1745
+,5009,3669,5490,2070,793,2422,4540,1846,9203,7658
+,6934,19,2200,7996,5558,4937,6802,6086,4051,2235
+,3698,3323,1366,968,4903,3982,9271,6239,1078,5847
+,7464,4430,6266,7000,6562,6338,2708,7385,8600,3205
+,9244,597,467,6055,7009,4973,7680,580,4355,5115
-,861,0,0,0,0,0,0,0,0,0
+,2531,4471,3048,6039,5229,3928,1108,6242,572,7898
+,453,8235,3978,5542,9520,1303,3565,6373,6247,4664
+,6385,3256,6102,9900,3264,7351,3345,2903,2961,892
+,4239,376,8343,3364,343,5635,5658,380,1902,2834
+,7003,2548,3665,7484,2365,646,245,8566,2859,5158
+,1802,4336,8768,4717,2864,4180,3894,6283,9541,3383
+,5943,41,4231,3581,5260,994,6203,5715,2601,9166
+,7661,5785,8040,4169,3073,3408,8093,4510,6469,4392
+,6573,3316,5501,4358,2895,5373,8361,6900,5137,4195
+,5111,8167,3656,1549,8223,5831,9160,2059,5879,6664
+,1139,2816,3059,6490,1197,4423,4790,6061,5798,4542
-,659,0,0,0,0,0,0,0,0,0
+,3007,7983,2871,2696,6613,2894,6421,7668,8089,7046
+,6169,4418,5613,2756,682,9843,2738,3799,8068,6279
+,295,2929,7221,4104,9996,75,8643,2608,9266,2852
+,4438,7375,6261,8040,8089,3856,4715,2223,3745,1655
+,8002,7678,7012,2389,4549,1726,4327,1257,9332,177
+,2660,17,5740,9173,7938,2786,8621,1035,566,6992
+,6808,5466,9501,3457,992,7845,9215,8357,9548,8212
+,2967,2953,7520,5039,4634,1604,5095,7310,5014,1147
+,3674,9976,6301,5412,1287,2122,7662,4846,5096,4053
+,4225,2243,4282,9639,9956,4600,5993,22,7665,8618
-,910,0,0,0,0,0,0,0,0,0
+,4547,8747,4395,7981,1671,8549,2380,7828,9932,8901
+,3942,4341,5022,7502,4013,2589,1706,4856,7071,4880
+,7283,6688,7083,7731,8628,4007,5652,9130,2503,250
+,2073,3826,3522,6107,9836,6466,7110,9533,6537,7147
+,8712,2542,9388,8048,427,792,8605,679,5067,6012
+,6726,280,3796,5001,8096,367,5031,7694,2838,6564
+,4692,2854,2405,4614,6558,1715,5419,9699,6049,4245
+,7666,9069,7262,407,3695,4022,1284,8546,3243,1340
+,1903,9711,6863,9338,9264,6397,8514,356,7811,724
+,9409,1126,287,7697,6443,1684,7335,3113,383,8363
+,8243,515,3442,9787,9531,4706,9444,8869,3633,5050
+,7333,5995,9063,7093,5196,1950,4425,7135,6135,3158
+,7172,3844,4849,9760,9201,1715,3986,9567,283,2295
+,8417,4335,5925,9794,6985,7984,120,7826,7234,1552
+,365,1757,941,3308,9589,8667,5085,575,3710,5366
+,5230,819,484,1113,1506,9684,8335,4339,9062,8356
+,982,716,5443,4838,7344,2533,916,5879,8975,8327
+,7449,8450,5980,6216,6698,8537,2255,474,370,4939
+,2794,2020,2125,7764,8042,4578,3428,3463,6382,735
+,6790,5242,8992,4052,4819,7256,2371,9681,9962,3992
+,9407,4252,5061,582,7229,8734,4421,6311,2612,345
+,8758,9949,8018,5661,1862,1030,2733,8333,6171,3006
+,9747,4069,8909,4958,2811,6061,9716,6674,2260,3466
+,8235,1453,3219,1235,3355,7223,3446,3027,2945,7709
+,9385,1399,6911,97,7598,9924,7784,3846,9790,9442
+,3307,5665,9365,4886,2870,4629,3772,5238,5400,2528
+,6599,5412,1130,6014,329,7176,2242,4331,8029,5322
+,3723,295,5917,7474,9566,3187,331,7984,8044,6731
+,8311,9664,9092,505,8423,6308,2207,6478,9021,9414
+,471,3002,6962,8260,136,5755,5637,7586,8556,6490
+,4339,5479,1601,9937,5923,2536,8172,5002,2655,4512
+,8169,3095,926,3314,4910,5957,1349,7264,8618,4483
+,4084,5613,708,368,4077,7872,7807,4427,7710,3806
+,5055,6003,2433,560,115,9080,4359,3976,8371,3599
+,9013,5218,9542,3637,2231,9392,7986,7803,8629,2600
+,113,5457,5497,211,8668,6543,7328,355,9272,4053
+,6732,9244,6489,2869,2328,2435,4370,3231,1888,9309
+,5899,8717,7345,4189,3535,7924,3994,1021,5331,4372
+,3545,7523,2617,7183,695,244,3311,7389,7118,3872
+,1142,2751,7144,6677,1376,4653,6543,8707,2122,3930
+,2881,7224,2722,299,9552,5627,3223,7953,2292,3945
+,2602,1103,7589,4337,6305,8466,5067,3758,4613,7629
+,9458,9193,9464,3049,1898,6299,7955,150,4186,7077
+,5864,4202,7863,6117,5926,5032,2643,1693,1407,5672
+,8492,3617,2651,8151,7474,9494,46,581,2369,2508
-,889,0,0,0,0,0,0,0,0,0
+,8149,6956,5188,5983,4853,7553,3672,4651,8902,398
+,5204,4574,7548,155,7336,5918,9700,7090,3608,8148
-,911,0,0,0,0,0,0,0,0,0
+,3983,7592,9036,4725,5290,5758,6216,310,1073,4258
+,6232,216,2206,41,7880,4003,4511,6152,2902,6422
+,9337,2834,7105,1708,6393,4615,1477,781,8659,4776
+,1595,3973,380,651,6606,3402,1503,6820,4893,5699
+,6665,5005,8043,894,1221,3132,3841,6314,562,9958
-,765,0,0,0,0,0,0,0,0,0
+,9611,4645,6555,1785,7533,9693,4201,9136,5870,2959
-,46,0,0,0,0,0,0,0,0,0
+,7702,5958,161,3244,8870,1736,7155,1191,3629,798
-,410,0,0,0,0,0,0,0,0,0
+,4760,2637,7543,4540,3381,6749,910,8718,2826,8210
+,4465,8908,9577,31,4113,8823,3102,9661,4343,8804
+,6509,3525,1525,3605,3964,4246,922,606,7275,6846
+,2740,6534,1050,1063,9327,9955,9188,3368,6252,9370
+,674,6873,580,6056,701,2263,8173,9740,4746,2371
+,8323,2487,1470,3385,7730,771,1907,6750,5487,879
+,6611,1593,6322,2886,7984,3406,9815,3981,8995,3452
+,3708,8380,7478,7974,671,8245,5301,4257,3906,2415
+,5064,3343,3655,8572,9449,8135,9505,1970,3690,9983
-,309,0,0,0,0,0,0,0,0,0
+,1779,6271,6954,8117,9096,3059,5669,7351,1537,9306
+,4218,1710,3247,1124,9421,2541,5194,254,6640,9808
+,8605,1236,5940,107,5872,5538,4410,5483,8332,719
+,6262,398,2384,4444,5368,7776,9572,5796,4907,6681
+,2083,4783,3431,8371,137,7337,1599,1750,345,5795
+,2630,6724,6450,8691,7125,7441,7094,1692,3643,5194
-,38,0,0,0,0,0,0,0,0,0
+,5731,9064,734,76,3031,4625,3318,9214,9378,1882
+,1810,3029,3666,8208,2439,4696,6653,8205,341,5538
+,5556,1841,8294,2296,7616,8288,516,9915,7164,689
+,3536,7667,1121,9757,5236,8801,3204,2221,6509,3014
+,7320,7545,6840,2685,8249,8217,560,6611,8919,1468
+,9230,9215,7233,1942,9114,2597,1895,3371,1540,3322
+,8261,7941,9860,1428,3557,4981,4153,8278,8076,6840
+,517,4304,9171,9529,4760,440,119,2793,5996,9627
-,913,0,0,0,0,0,0,0,0,0
+,3397,9319,3067,7123,5007,5879,752,7560,5815,4127
+,1207,3786,945,5830,9713,2594,5823,4927,9078,5451
+,4488,2399,3317,2597,1258,4076,9316,7550,9982,5467
+,6318,1927,3625,3834,2602,212,7479,6172,8857,2495
+,7572,5185,2723,2010,8741,9032,1055,6846,8060,6859
+,2883,159,7335,6728,5282,322,3956,7836,1971,1273
+,7962,2643,1024,739,1623,4054,9523,1862,4552,5777
+,8847,775,2820,9537,3855,254,6219,3820,3516,2012
+,4472,8160,6984,9483,199,329,9020,3594,963,3043
+,9090,8123,7086,643,9055,6159,8331,1657,5782,1458
+,2176,7591,922,2748,7112,5935,7327,5488,4959,1448
+,5693,8439,1871,537,7903,5585,7799,842,7860,8131
+,8695,7047,9106,1163,1339,654,8437,6523,1380,1596
-,87,0,0,0,0,0,0,0,0,0
+,6781,1619,821,6678,1301,3364,3961,2231,5701,2136
+,8751,1667,3853,3122,999,2010,6820,3774,3080,135
+,2265,2674,9395,9100,380,587,9766,6421,8468,4493
+,8773,2525,924,4206,2258,6811,8544,6018,2076,7284
+,5571,2528,1520,6125,2071,4,6273,4587,7648,93
+,713,5793,7335,7596,1158,51,4984,9347,1312,3436
+,5990,8944,5020,2562,5120,7492,2812,5863,2442,4061
+,1117,1730,5127,8170,1925,5271,6820,975,6496,3175
+,3042,7544,9577,8318,2986,1702,3906,2284,1231,7774
+,6911,2790,8836,685,8078,519,5769,9742,4459,3645
+,1583,1679,6767,8550,7011,3868,3319,5906,5437,9344
+,4133,7101,1363,4796,4991,3185,4601,8786,9572,243
+,9477,5798,3682,1308,1487,2406,9034,4831,2970,12
+,9359,3586,5904,7205,1093,3569,7140,7379,3809,5800
+,2980,5736,7128,4241,9321,5684,6824,4787,228,3696
+,2827,3370,483,2676,7161,2618,4826,3886,5341,6510
+,4626,3363,374,9081,6205,7297,4435,6113,2922,7032
-,981,0,0,0,0,0,0,0,0,0
+,9851,4776,3584,9735,5535,7029,4931,9604,6943,2548
+,9953,291,4199,8434,1988,7145,6694,9169,4180,7702
-,782,0,0,0,0,0,0,0,0,0
+,8950,7713,6339,5270,7490,8331,5335,3569,1488,237
+,7520,9758,4084,5981,1696,5670,3109,5616,2156,6680
+,913,4076,9695,1134,6423,8299,1466,8247,943,7998
+,1248,6605,7114,9176,3567,5380,6579,2628,2603,8930
+,2562,9663,863,6569,8147,9845,3190,3511,609,9740
+,4333,9893,305,3729,6105,3919,5673,939,9137,3324
+,2385,4018,3690,6802,9403,8501,1023,9498,5228,6944
+,7307,1904,2420,9434,4299,5829,3633,6452,9356,6001
+,7945,152,5518,3376,8187,9657,4784,8804,9863,3064
+,7477,6788,4122,280,3903,6572,7143,5983,2849,2123
+,4967,8699,8942,4418,1973,3616,637,738,4977,5294
+,5645,9814,5920,7109,3391,2860,9145,1656,8543,8215
+,7864,7933,9053,1384,2684,211,9280,5234,2203,2376
+,4782,8897,907,3929,8155,9595,9225,3375,9545,7449
+,9071,6672,297,5372,2568,4350,1448,6093,4332,2724
+,1045,6420,3116,1352,7542,6508,5580,3095,7022,6842
+,4816,8516,4643,5511,3397,4974,9771,2689,769,9758
+,2027,4606,1956,8906,2835,8102,7113,5474,1394,5063
+,8070,6205,191,6625,6274,4272,7078,2003,864,6245
+,266,9093,1827,9202,2158,3843,328,7450,498,1190
+,2674,7570,8520,5525,3720,7670,3337,5936,2635,35
+,5019,9788,9971,4169,6526,10000,6380,9740,7721,7882
+,7077,6004,9132,5732,3300,6740,9520,3930,9497,2391
+,1743,9070,1585,5068,8121,1967,732,5458,6304,1250
+,8709,6677,1463,6098,9461,2310,6978,9177,4006,3682
+,1682,1227,174,4946,3616,4371,791,918,2329,1268
+,1478,1093,6082,6376,9109,3432,2879,6086,8295,4957
+,8437,3722,6043,5413,3494,4243,3983,8119,322,9042
+,2322,2695,1269,5744,5864,4515,6393,2351,2369,9361
+,8212,6165,5738,6663,3772,7303,7214,330,7927,8110
+,7503,734,7836,593,1369,1438,7369,8813,4025,6788
-,67,0,0,0,0,0,0,0,0,0
+,626,2430,4510,5027,3962,6951,3390,4814,5785,3991
